ID,Text,Category,Priority
8791,Active Directory fails to load on my printer showing AUTH-007. Issue reported by user.,Security,medium
8792,I can't log into Outlook from my tablet. It returns NET-503. Kindly assist.,Network Problem,critical
8793,There is a problem with Zoom on the mobile. Error: ERR42. Kindly assist.,Hardware Issue,medium
8794,I can't log into Database from my laptop. It returns 0xC004F012. Kindly assist.,Software Bug,high
8795,Salesforce keeps crashing on my router. Code ERR42. Issue reported by user.,Security,critical
8796,"I am unable to access Email on my printer, it shows error FAIL-101. Occurs intermittently.",Network Problem,high
8797,Zoom keeps crashing on my server. Code TIMEOUT-22. Kindly assist.,Account/Access Issue,critical
8798,I can't log into Email from my server. It returns ERR42. Needs immediate attention.,Software Bug,medium
8799,VPN fails to load on my printer showing 0x80070005. Please resolve soon.,Hardware Issue,high
8800,VPN fails to load on my router showing 0x80070005. Issue reported by user.,Service Request,high
8801,I can't log into Teams from my mobile. It returns NET-503.,Account/Access Issue,critical
8802,"I am unable to access Teams on my mobile, it shows error TIMEOUT-22. Occurs intermittently.",Other,critical
8803,There is a problem with WiFi on the printer. Error: TIMEOUT-22. Occurs intermittently.,Hardware Issue,critical
8804,I can't log into CRM Portal from my mobile. It returns ERR42. Occurs intermittently.,Hardware Issue,low
8805,"I am unable to access Database on my router, it shows error FAIL-101. Please resolve soon.",Hardware Issue,high
8806,Email fails to load on my laptop showing ERR42. Occurs intermittently.,Network Problem,medium
8807,There is a problem with Outlook on the tablet. Error: AUTH-007. Issue reported by user.,Security,medium
8808,There is a problem with Email on the laptop. Error: 0x80070005. Please resolve soon.,Account/Access Issue,high
8809,There is a problem with Database on the mobile. Error: 0x80070005. Issue reported by user.,Hardware Issue,high
8810,CRM Portal keeps crashing on my desktop. Code 0xC004F012. Issue reported by user.,Account/Access Issue,high
8811,My laptop stopped working when I tried to use Database. Error displayed: 0x80070005. Issue reported by user.,Software Bug,high
8812,Database keeps crashing on my router. Code FAIL-101. Kindly assist.,Service Request,high
8813,Teams keeps crashing on my tablet. Code FAIL-101. Occurs intermittently.,Account/Access Issue,high
8814,My mobile stopped working when I tried to use Outlook. Error displayed: 0xC004F012. Occurs intermittently.,Service Request,high
8815,I can't log into Database from my laptop. It returns ERR-9999.,Other,critical
8816,Zoom keeps crashing on my server. Code TIMEOUT-22. Please resolve soon.,Software Bug,critical
8817,I can't log into Teams from my router. It returns AUTH-007. Issue reported by user.,Security,medium
8818,My router stopped working when I tried to use Active Directory. Error displayed: 0xC004F012.,Service Request,high
8819,Zoom fails to load on my laptop showing ERR-9999. Please resolve soon.,Network Problem,medium
8820,Active Directory keeps crashing on my desktop. Code TIMEOUT-22. Please resolve soon.,Service Request,critical
8821,There is a problem with Salesforce on the laptop. Error: FAIL-101. Occurs intermittently.,Security,high
8822,"I am unable to access CRM Portal on my tablet, it shows error ERR42.",Other,critical
8823,"I am unable to access Outlook on my mobile, it shows error ERR-9999. Needs immediate attention.",Network Problem,critical
8824,I can't log into Teams from my router. It returns 0xC004F012. Kindly assist.,Network Problem,high
8825,My server stopped working when I tried to use Database. Error displayed: ERR42. Please resolve soon.,Security,critical
8826,Teams keeps crashing on my laptop. Code ERR-9999. Please resolve soon.,Account/Access Issue,medium
8827,"I am unable to access Active Directory on my printer, it shows error 0x80070005. Issue reported by user.",Network Problem,high
8828,I can't log into Teams from my printer. It returns ERR42. Issue reported by user.,Account/Access Issue,low
8829,I can't log into Outlook from my router. It returns NET-503. Please resolve soon.,Hardware Issue,critical
8830,"I am unable to access Database on my router, it shows error ERR42. Issue reported by user.",Account/Access Issue,low
8831,There is a problem with Database on the server. Error: TIMEOUT-22. Please resolve soon.,Software Bug,critical
8832,I can't log into Outlook from my tablet. It returns NET-503.,Network Problem,critical
8833,Email keeps crashing on my laptop. Code ERR-9999. Please resolve soon.,Account/Access Issue,low
8834,Outlook keeps crashing on my laptop. Code NET-503. Needs immediate attention.,Other,critical
8835,"I am unable to access VPN on my mobile, it shows error TIMEOUT-22. Issue reported by user.",Security,critical
8836,My laptop stopped working when I tried to use WiFi. Error displayed: 0xC004F012. Issue reported by user.,Network Problem,high
8837,"I am unable to access Active Directory on my router, it shows error TIMEOUT-22. Please resolve soon.",Hardware Issue,critical
8838,There is a problem with Email on the laptop. Error: 0xC004F012. Please resolve soon.,Account/Access Issue,high
8839,Teams fails to load on my mobile showing FAIL-101.,Network Problem,high
8840,My desktop stopped working when I tried to use WiFi. Error displayed: AUTH-007. Please resolve soon.,Security,medium
8841,WiFi fails to load on my router showing TIMEOUT-22. Kindly assist.,Security,critical
8842,"I am unable to access Teams on my desktop, it shows error 0xC004F012. Kindly assist.",Security,high
8843,My server stopped working when I tried to use Email. Error displayed: ERR-9999.,Service Request,low
8844,Teams fails to load on my router showing 0xC004F012.,Service Request,high
8845,Teams fails to load on my server showing AUTH-007. Kindly assist.,Service Request,medium
8846,I can't log into WiFi from my laptop. It returns AUTH-007.,Security,medium
8847,VPN keeps crashing on my server. Code AUTH-007. Occurs intermittently.,Software Bug,medium
8848,Active Directory keeps crashing on my tablet. Code AUTH-007. Needs immediate attention.,Service Request,medium
8849,VPN fails to load on my printer showing 0x80070005. Kindly assist.,Hardware Issue,high
8850,Teams fails to load on my router showing NET-503.,Software Bug,critical
8851,CRM Portal fails to load on my mobile showing TIMEOUT-22.,Security,critical
8852,Salesforce keeps crashing on my server. Code FAIL-101. Kindly assist.,Security,high
8853,There is a problem with Teams on the server. Error: 0x80070005. Occurs intermittently.,Hardware Issue,high
8854,My router stopped working when I tried to use Outlook. Error displayed: NET-503. Needs immediate attention.,Network Problem,critical
8855,My printer stopped working when I tried to use Database. Error displayed: ERR-9999. Please resolve soon.,Account/Access Issue,medium
8856,Teams fails to load on my tablet showing AUTH-007. Kindly assist.,Other,medium
8857,"I am unable to access Email on my mobile, it shows error FAIL-101.",Network Problem,high
8858,Zoom keeps crashing on my server. Code TIMEOUT-22. Issue reported by user.,Account/Access Issue,critical
8859,There is a problem with Email on the router. Error: AUTH-007.,Security,medium
8860,There is a problem with Teams on the server. Error: NET-503. Occurs intermittently.,Security,critical
8861,There is a problem with Email on the server. Error: TIMEOUT-22. Issue reported by user.,Software Bug,critical
8862,Database keeps crashing on my server. Code FAIL-101. Kindly assist.,Hardware Issue,high
8863,"I am unable to access Salesforce on my mobile, it shows error AUTH-007. Issue reported by user.",Security,medium
8864,Zoom fails to load on my tablet showing TIMEOUT-22. Please resolve soon.,Service Request,critical
8865,I can't log into Teams from my router. It returns 0xC004F012. Kindly assist.,Network Problem,high
8866,Active Directory keeps crashing on my router. Code FAIL-101.,Service Request,high
8867,My printer stopped working when I tried to use Database. Error displayed: TIMEOUT-22. Kindly assist.,Software Bug,critical
8868,My mobile stopped working when I tried to use CRM Portal. Error displayed: 0x80070005. Issue reported by user.,Security,high
8869,Outlook fails to load on my tablet showing TIMEOUT-22. Occurs intermittently.,Service Request,critical
8870,My tablet stopped working when I tried to use WiFi. Error displayed: ERR-9999. Occurs intermittently.,Network Problem,high
8871,Teams keeps crashing on my server. Code AUTH-007. Please resolve soon.,Security,medium
8872,Salesforce keeps crashing on my desktop. Code FAIL-101. Issue reported by user.,Network Problem,high
8873,I can't log into Active Directory from my printer. It returns TIMEOUT-22. Kindly assist.,Network Problem,critical
8874,"I am unable to access WiFi on my laptop, it shows error 0x80070005. Issue reported by user.",Service Request,high
8875,Salesforce fails to load on my mobile showing FAIL-101. Issue reported by user.,Account/Access Issue,high
8876,Outlook fails to load on my router showing 0xC004F012. Please resolve soon.,Hardware Issue,high
8877,Outlook fails to load on my tablet showing TIMEOUT-22. Needs immediate attention.,Service Request,critical
8878,There is a problem with WiFi on the desktop. Error: 0xC004F012. Please resolve soon.,Other,high
8879,"I am unable to access Active Directory on my tablet, it shows error NET-503. Occurs intermittently.",Service Request,critical
8880,Salesforce fails to load on my mobile showing FAIL-101. Kindly assist.,Service Request,high
8881,"I am unable to access Teams on my laptop, it shows error AUTH-007. Needs immediate attention.",Account/Access Issue,medium
8882,Salesforce fails to load on my mobile showing FAIL-101. Occurs intermittently.,Service Request,high
8883,I can't log into Database from my printer. It returns AUTH-007.,Hardware Issue,medium
8884,Teams fails to load on my laptop showing AUTH-007. Occurs intermittently.,Account/Access Issue,medium
8885,My tablet stopped working when I tried to use WiFi. Error displayed: AUTH-007.,Hardware Issue,medium
8886,I can't log into CRM Portal from my mobile. It returns AUTH-007. Occurs intermittently.,Software Bug,medium
8887,"I am unable to access WiFi on my router, it shows error TIMEOUT-22.",Service Request,critical
8888,Outlook keeps crashing on my mobile. Code AUTH-007. Please resolve soon.,Software Bug,medium
8889,Outlook keeps crashing on my mobile. Code ERR42. Kindly assist.,Account/Access Issue,medium
8890,My server stopped working when I tried to use CRM Portal. Error displayed: ERR-9999. Issue reported by user.,Other,high
8891,My desktop stopped working when I tried to use Active Directory. Error displayed: 0x80070005. Needs immediate attention.,Hardware Issue,high
8892,"I am unable to access CRM Portal on my router, it shows error FAIL-101.",Hardware Issue,high
8893,"I am unable to access WiFi on my server, it shows error NET-503. Please resolve soon.",Other,critical
8894,There is a problem with CRM Portal on the server. Error: FAIL-101.,Service Request,high
8895,Active Directory keeps crashing on my printer. Code FAIL-101. Occurs intermittently.,Security,high
8896,VPN keeps crashing on my server. Code ERR-9999. Issue reported by user.,Hardware Issue,medium
8897,I can't log into Email from my router. It returns 0xC004F012. Issue reported by user.,Software Bug,high
8898,There is a problem with CRM Portal on the laptop. Error: AUTH-007. Needs immediate attention.,Security,medium
8899,I can't log into Email from my router. It returns AUTH-007. Kindly assist.,Software Bug,medium
8900,There is a problem with Database on the server. Error: ERR42. Needs immediate attention.,Network Problem,medium
8901,My laptop stopped working when I tried to use Email. Error displayed: ERR-9999. Kindly assist.,Service Request,low
8902,"I am unable to access Zoom on my router, it shows error AUTH-007. Please resolve soon.",Network Problem,medium
8903,There is a problem with WiFi on the router. Error: TIMEOUT-22. Issue reported by user.,Security,critical
8904,There is a problem with WiFi on the tablet. Error: AUTH-007. Occurs intermittently.,Software Bug,medium
8905,"I am unable to access Database on my router, it shows error FAIL-101. Issue reported by user.",Hardware Issue,high
8906,"I am unable to access Email on my mobile, it shows error FAIL-101.",Network Problem,high
8907,My desktop stopped working when I tried to use Active Directory. Error displayed: TIMEOUT-22. Occurs intermittently.,Hardware Issue,critical
8908,There is a problem with Active Directory on the desktop. Error: ERR42. Needs immediate attention.,Service Request,high
8909,My desktop stopped working when I tried to use Email. Error displayed: AUTH-007. Please resolve soon.,Other,medium
8910,Outlook keeps crashing on my router. Code ERR42. Please resolve soon.,Other,critical
8911,I can't log into Active Directory from my tablet. It returns 0xC004F012.,Service Request,high
8912,There is a problem with Zoom on the tablet. Error: ERR-9999. Issue reported by user.,Other,medium
8913,Email fails to load on my mobile showing ERR42.,Account/Access Issue,critical
8914,"I am unable to access Teams on my tablet, it shows error 0xC004F012. Needs immediate attention.",Network Problem,high
8915,I can't log into Outlook from my printer. It returns AUTH-007. Please resolve soon.,Software Bug,medium
8916,I can't log into Salesforce from my desktop. It returns AUTH-007. Needs immediate attention.,Software Bug,medium
8917,There is a problem with Salesforce on the printer. Error: 0x80070005. Please resolve soon.,Network Problem,high
8918,I can't log into Salesforce from my mobile. It returns ERR-9999. Kindly assist.,Hardware Issue,high
8919,CRM Portal fails to load on my router showing FAIL-101. Issue reported by user.,Software Bug,high
8920,Teams keeps crashing on my tablet. Code 0x80070005. Issue reported by user.,Service Request,high
8921,"I am unable to access WiFi on my server, it shows error NET-503. Kindly assist.",Other,critical
8922,My router stopped working when I tried to use WiFi. Error displayed: NET-503. Occurs intermittently.,Hardware Issue,critical
8923,Outlook fails to load on my printer showing AUTH-007. Occurs intermittently.,Account/Access Issue,medium
8924,Database keeps crashing on my router. Code FAIL-101. Please resolve soon.,Service Request,high
8925,There is a problem with Salesforce on the server. Error: FAIL-101. Needs immediate attention.,Network Problem,high
8926,There is a problem with Salesforce on the tablet. Error: AUTH-007. Please resolve soon.,Security,medium
8927,My router stopped working when I tried to use Teams. Error displayed: AUTH-007. Please resolve soon.,Hardware Issue,medium
8928,There is a problem with Database on the desktop. Error: 0xC004F012. Kindly assist.,Account/Access Issue,high
8929,My tablet stopped working when I tried to use VPN. Error displayed: ERR-9999. Issue reported by user.,Software Bug,medium
8930,Database fails to load on my router showing AUTH-007. Issue reported by user.,Service Request,medium
8931,My laptop stopped working when I tried to use Email. Error displayed: 0x80070005. Needs immediate attention.,Hardware Issue,high
8932,Database keeps crashing on my laptop. Code NET-503. Occurs intermittently.,Hardware Issue,critical
8933,My mobile stopped working when I tried to use CRM Portal. Error displayed: 0x80070005. Occurs intermittently.,Security,high
8934,"I am unable to access Teams on my desktop, it shows error 0xC004F012.",Security,high
8935,There is a problem with Outlook on the server. Error: TIMEOUT-22.,Other,critical
8936,Active Directory fails to load on my printer showing AUTH-007. Kindly assist.,Security,medium
8937,I can't log into Outlook from my printer. It returns NET-503. Issue reported by user.,Network Problem,critical
8938,There is a problem with Active Directory on the mobile. Error: 0x80070005. Issue reported by user.,Security,high
8939,I can't log into Database from my router. It returns FAIL-101. Please resolve soon.,Service Request,high
8940,My tablet stopped working when I tried to use Salesforce. Error displayed: AUTH-007. Needs immediate attention.,Service Request,medium
8941,Database keeps crashing on my laptop. Code NET-503. Needs immediate attention.,Hardware Issue,critical
8942,I can't log into CRM Portal from my router. It returns FAIL-101. Occurs intermittently.,Hardware Issue,high
8943,There is a problem with VPN on the desktop. Error: AUTH-007. Please resolve soon.,Other,medium
8944,"I am unable to access Active Directory on my laptop, it shows error ERR-9999. Issue reported by user.",Security,high
8945,There is a problem with Active Directory on the desktop. Error: FAIL-101. Needs immediate attention.,Software Bug,high
8946,"I am unable to access Email on my desktop, it shows error 0xC004F012. Kindly assist.",Service Request,high
8947,My tablet stopped working when I tried to use WiFi. Error displayed: TIMEOUT-22. Needs immediate attention.,Service Request,critical
8948,My laptop stopped working when I tried to use Email. Error displayed: AUTH-007.,Service Request,medium
8949,VPN fails to load on my mobile showing 0xC004F012.,Security,high
8950,Active Directory keeps crashing on my printer. Code FAIL-101. Kindly assist.,Security,high
8951,I can't log into CRM Portal from my mobile. It returns ERR42. Issue reported by user.,Hardware Issue,low
8952,My laptop stopped working when I tried to use Outlook. Error displayed: ERR42. Occurs intermittently.,Service Request,high
8953,I can't log into Email from my mobile. It returns 0xC004F012. Kindly assist.,Hardware Issue,high
8954,Teams keeps crashing on my router. Code AUTH-007. Occurs intermittently.,Account/Access Issue,medium
8955,I can't log into Salesforce from my tablet. It returns 0x80070005.,Network Problem,high
8956,My printer stopped working when I tried to use Zoom. Error displayed: 0xC004F012.,Software Bug,high
8957,CRM Portal keeps crashing on my printer. Code ERR42. Needs immediate attention.,Account/Access Issue,high
8958,Active Directory keeps crashing on my tablet. Code AUTH-007. Issue reported by user.,Service Request,medium
8959,There is a problem with Active Directory on the desktop. Error: ERR42. Please resolve soon.,Service Request,high
8960,Database keeps crashing on my printer. Code ERR-9999. Needs immediate attention.,Other,medium
8961,I can't log into Zoom from my server. It returns 0x80070005. Kindly assist.,Account/Access Issue,high
8962,My desktop stopped working when I tried to use WiFi. Error displayed: 0xC004F012. Occurs intermittently.,Service Request,high
8963,My tablet stopped working when I tried to use Active Directory. Error displayed: FAIL-101. Needs immediate attention.,Service Request,high
8964,I can't log into Teams from my mobile. It returns ERR42. Please resolve soon.,Other,high
8965,There is a problem with Outlook on the server. Error: ERR42. Issue reported by user.,Other,low
8966,"I am unable to access Teams on my desktop, it shows error FAIL-101. Issue reported by user.",Account/Access Issue,high
8967,I can't log into Database from my mobile. It returns ERR-9999. Occurs intermittently.,Service Request,high
8968,Teams keeps crashing on my desktop. Code ERR42. Issue reported by user.,Other,critical
8969,Salesforce fails to load on my desktop showing 0xC004F012. Issue reported by user.,Security,high
8970,My printer stopped working when I tried to use Teams. Error displayed: 0x80070005. Issue reported by user.,Other,high
8971,My laptop stopped working when I tried to use Teams. Error displayed: 0xC004F012. Issue reported by user.,Security,high
8972,Outlook keeps crashing on my mobile. Code ERR42.,Account/Access Issue,medium
8973,Salesforce fails to load on my printer showing 0x80070005.,Network Problem,high
8974,Zoom fails to load on my tablet showing TIMEOUT-22. Kindly assist.,Service Request,critical
8975,Zoom keeps crashing on my mobile. Code 0x80070005. Needs immediate attention.,Service Request,high
8976,VPN keeps crashing on my printer. Code ERR42. Issue reported by user.,Account/Access Issue,high
8977,Database fails to load on my router showing FAIL-101. Occurs intermittently.,Network Problem,high
8978,I can't log into Zoom from my laptop. It returns 0xC004F012. Please resolve soon.,Other,high
8979,"I am unable to access Teams on my server, it shows error TIMEOUT-22. Please resolve soon.",Hardware Issue,critical
8980,There is a problem with Salesforce on the server. Error: FAIL-101. Occurs intermittently.,Network Problem,high
8981,VPN fails to load on my server showing 0x80070005. Occurs intermittently.,Security,high
8982,Outlook keeps crashing on my laptop. Code 0x80070005. Please resolve soon.,Network Problem,high
8983,I can't log into Active Directory from my server. It returns 0xC004F012. Occurs intermittently.,Software Bug,high
8984,"I am unable to access Teams on my desktop, it shows error FAIL-101. Needs immediate attention.",Security,high
8985,VPN fails to load on my mobile showing 0xC004F012. Please resolve soon.,Other,high
8986,I can't log into Teams from my tablet. It returns NET-503. Please resolve soon.,Security,critical
8987,Database keeps crashing on my printer. Code AUTH-007. Please resolve soon.,Account/Access Issue,medium
8988,CRM Portal keeps crashing on my tablet. Code TIMEOUT-22.,Account/Access Issue,critical
8989,Outlook keeps crashing on my mobile. Code TIMEOUT-22. Needs immediate attention.,Hardware Issue,critical
8990,"I am unable to access WiFi on my printer, it shows error 0x80070005. Issue reported by user.",Security,high
8991,"I am unable to access CRM Portal on my router, it shows error FAIL-101.",Hardware Issue,high
8992,There is a problem with Zoom on the desktop. Error: 0x80070005. Occurs intermittently.,Account/Access Issue,high
8993,"I am unable to access Salesforce on my laptop, it shows error NET-503.",Hardware Issue,critical
8994,I can't log into Outlook from my printer. It returns AUTH-007. Occurs intermittently.,Software Bug,medium
8995,There is a problem with Outlook on the tablet. Error: AUTH-007. Needs immediate attention.,Security,medium
8996,Database fails to load on my desktop showing TIMEOUT-22. Issue reported by user.,Account/Access Issue,critical
8997,I can't log into Database from my server. It returns ERR42. Issue reported by user.,Software Bug,low
8998,I can't log into Active Directory from my laptop. It returns FAIL-101.,Service Request,high
8999,"I am unable to access VPN on my mobile, it shows error FAIL-101. Please resolve soon.",Service Request,high
9000,My printer stopped working when I tried to use Database. Error displayed: AUTH-007. Kindly assist.,Account/Access Issue,medium
9001,I can't log into Active Directory from my tablet. It returns TIMEOUT-22. Occurs intermittently.,Other,critical
9002,There is a problem with Outlook on the laptop. Error: 0x80070005.,Account/Access Issue,high
9003,My desktop stopped working when I tried to use Teams. Error displayed: AUTH-007. Needs immediate attention.,Hardware Issue,medium
9004,There is a problem with Outlook on the laptop. Error: FAIL-101. Needs immediate attention.,Service Request,high
9005,Zoom keeps crashing on my server. Code NET-503. Issue reported by user.,Hardware Issue,critical
9006,Database keeps crashing on my printer. Code AUTH-007. Kindly assist.,Account/Access Issue,medium
9007,There is a problem with Salesforce on the printer. Error: 0x80070005. Issue reported by user.,Network Problem,high
9008,CRM Portal keeps crashing on my router. Code TIMEOUT-22.,Hardware Issue,critical
9009,Zoom fails to load on my mobile showing 0x80070005. Please resolve soon.,Other,high
9010,Database keeps crashing on my desktop. Code 0xC004F012.,Service Request,high
9011,Salesforce keeps crashing on my router. Code ERR42. Please resolve soon.,Security,critical
9012,VPN keeps crashing on my desktop. Code ERR42.,Other,low
9013,I can't log into Email from my router. It returns TIMEOUT-22.,Hardware Issue,critical
9014,Teams keeps crashing on my desktop. Code 0x80070005. Issue reported by user.,Service Request,high
9015,I can't log into Salesforce from my server. It returns 0xC004F012. Kindly assist.,Service Request,high
9016,Salesforce keeps crashing on my router. Code NET-503. Issue reported by user.,Security,critical
9017,"I am unable to access Outlook on my router, it shows error ERR-9999. Kindly assist.",Network Problem,high
9018,I can't log into Email from my printer. It returns 0x80070005.,Security,high
9019,VPN fails to load on my tablet showing 0x80070005. Issue reported by user.,Security,high
9020,My printer stopped working when I tried to use WiFi. Error displayed: FAIL-101.,Software Bug,high
9021,Email fails to load on my printer showing 0xC004F012. Occurs intermittently.,Security,high
9022,My server stopped working when I tried to use WiFi. Error displayed: TIMEOUT-22.,Service Request,critical
9023,My tablet stopped working when I tried to use WiFi. Error displayed: ERR-9999.,Network Problem,high
9024,"I am unable to access WiFi on my router, it shows error TIMEOUT-22. Issue reported by user.",Service Request,critical
9025,My desktop stopped working when I tried to use WiFi. Error displayed: ERR-9999. Needs immediate attention.,Service Request,low
9026,My server stopped working when I tried to use Database. Error displayed: ERR42. Occurs intermittently.,Security,critical
9027,Database fails to load on my printer showing NET-503.,Software Bug,critical
9028,Database keeps crashing on my router. Code 0x80070005. Please resolve soon.,Account/Access Issue,high
9029,My mobile stopped working when I tried to use VPN. Error displayed: TIMEOUT-22.,Other,critical
9030,There is a problem with Salesforce on the printer. Error: AUTH-007.,Security,medium
9031,CRM Portal fails to load on my router showing TIMEOUT-22. Kindly assist.,Account/Access Issue,critical
9032,Salesforce keeps crashing on my tablet. Code TIMEOUT-22.,Service Request,critical
9033,There is a problem with Active Directory on the printer. Error: NET-503. Needs immediate attention.,Network Problem,critical
9034,My mobile stopped working when I tried to use Zoom. Error displayed: NET-503. Issue reported by user.,Software Bug,critical
9035,I can't log into VPN from my printer. It returns 0xC004F012. Needs immediate attention.,Service Request,high
9036,My laptop stopped working when I tried to use Salesforce. Error displayed: NET-503. Kindly assist.,Network Problem,critical
9037,VPN fails to load on my mobile showing NET-503. Occurs intermittently.,Account/Access Issue,critical
9038,My printer stopped working when I tried to use Teams. Error displayed: FAIL-101.,Account/Access Issue,high
9039,Active Directory keeps crashing on my desktop. Code 0xC004F012. Kindly assist.,Software Bug,high
9040,My router stopped working when I tried to use Zoom. Error displayed: AUTH-007. Issue reported by user.,Account/Access Issue,medium
9041,"I am unable to access Email on my router, it shows error 0x80070005. Issue reported by user.",Software Bug,high
9042,There is a problem with VPN on the server. Error: 0xC004F012.,Account/Access Issue,high
9043,There is a problem with Salesforce on the desktop. Error: AUTH-007. Issue reported by user.,Security,medium
9044,There is a problem with Email on the desktop. Error: ERR-9999. Issue reported by user.,Security,low
9045,"I am unable to access WiFi on my router, it shows error TIMEOUT-22. Kindly assist.",Service Request,critical
9046,My router stopped working when I tried to use CRM Portal. Error displayed: 0x80070005. Needs immediate attention.,Software Bug,high
9047,Database fails to load on my desktop showing AUTH-007. Issue reported by user.,Hardware Issue,medium
9048,My mobile stopped working when I tried to use CRM Portal. Error displayed: 0x80070005. Issue reported by user.,Security,high
9049,Teams fails to load on my router showing FAIL-101. Issue reported by user.,Network Problem,high
9050,WiFi fails to load on my tablet showing 0xC004F012. Kindly assist.,Service Request,high
9051,Active Directory keeps crashing on my desktop. Code ERR-9999. Kindly assist.,Network Problem,high
9052,There is a problem with Email on the server. Error: TIMEOUT-22.,Hardware Issue,critical
9053,Email fails to load on my router showing ERR42. Issue reported by user.,Hardware Issue,high
9054,I can't log into Email from my router. It returns AUTH-007. Issue reported by user.,Network Problem,medium
9055,I can't log into WiFi from my desktop. It returns TIMEOUT-22. Issue reported by user.,Software Bug,critical
9056,There is a problem with Teams on the laptop. Error: TIMEOUT-22. Issue reported by user.,Other,critical
9057,Database keeps crashing on my mobile. Code 0xC004F012. Occurs intermittently.,Software Bug,high
9058,There is a problem with Zoom on the desktop. Error: 0x80070005. Issue reported by user.,Account/Access Issue,high
9059,There is a problem with Teams on the printer. Error: NET-503. Please resolve soon.,Account/Access Issue,critical
9060,There is a problem with Database on the tablet. Error: TIMEOUT-22. Occurs intermittently.,Service Request,critical
9061,There is a problem with CRM Portal on the tablet. Error: FAIL-101. Issue reported by user.,Account/Access Issue,high
9062,I can't log into Database from my server. It returns ERR-9999. Issue reported by user.,Security,high
9063,VPN fails to load on my mobile showing AUTH-007. Kindly assist.,Security,medium
9064,I can't log into Database from my server. It returns ERR42. Please resolve soon.,Software Bug,low
9065,My desktop stopped working when I tried to use Outlook. Error displayed: ERR-9999. Issue reported by user.,Other,medium
9066,VPN fails to load on my mobile showing 0xC004F012. Please resolve soon.,Security,high
9067,There is a problem with Database on the tablet. Error: ERR-9999. Please resolve soon.,Hardware Issue,critical
9068,Email fails to load on my router showing AUTH-007. Occurs intermittently.,Account/Access Issue,medium
9069,"I am unable to access WiFi on my mobile, it shows error 0xC004F012. Issue reported by user.",Security,high
9070,There is a problem with Active Directory on the printer. Error: ERR-9999. Occurs intermittently.,Network Problem,high
9071,I can't log into Outlook from my printer. It returns ERR42. Kindly assist.,Software Bug,high
9072,"I am unable to access Database on my router, it shows error TIMEOUT-22. Kindly assist.",Hardware Issue,critical
9073,"I am unable to access Outlook on my server, it shows error AUTH-007. Needs immediate attention.",Service Request,medium
9074,CRM Portal keeps crashing on my laptop. Code ERR-9999. Occurs intermittently.,Hardware Issue,high
9075,Salesforce keeps crashing on my laptop. Code FAIL-101. Kindly assist.,Account/Access Issue,high
9076,"I am unable to access Outlook on my desktop, it shows error ERR42.",Network Problem,critical
9077,I can't log into WiFi from my router. It returns FAIL-101. Please resolve soon.,Account/Access Issue,high
9078,Outlook fails to load on my tablet showing TIMEOUT-22. Issue reported by user.,Other,critical
9079,There is a problem with VPN on the mobile. Error: 0x80070005.,Other,high
9080,There is a problem with Database on the server. Error: 0x80070005. Kindly assist.,Other,high
9081,My printer stopped working when I tried to use Database. Error displayed: AUTH-007. Issue reported by user.,Account/Access Issue,medium
9082,WiFi fails to load on my desktop showing 0x80070005. Occurs intermittently.,Service Request,high
9083,Zoom keeps crashing on my printer. Code AUTH-007.,Security,medium
9084,There is a problem with Outlook on the laptop. Error: 0x80070005. Needs immediate attention.,Account/Access Issue,high
9085,My printer stopped working when I tried to use Teams. Error displayed: ERR42. Occurs intermittently.,Other,medium
9086,There is a problem with Email on the server. Error: 0x80070005. Issue reported by user.,Service Request,high
9087,Salesforce fails to load on my desktop showing ERR42. Needs immediate attention.,Service Request,medium
9088,There is a problem with Teams on the desktop. Error: 0xC004F012. Needs immediate attention.,Other,high
9089,VPN fails to load on my mobile showing 0xC004F012. Please resolve soon.,Security,high
9090,My tablet stopped working when I tried to use Outlook. Error displayed: ERR42. Needs immediate attention.,Hardware Issue,low
9091,Email fails to load on my server showing NET-503. Please resolve soon.,Hardware Issue,critical
9092,Database keeps crashing on my tablet. Code 0xC004F012. Please resolve soon.,Network Problem,high
9093,My printer stopped working when I tried to use Database. Error displayed: TIMEOUT-22. Kindly assist.,Software Bug,critical
9094,Outlook fails to load on my tablet showing TIMEOUT-22. Kindly assist.,Service Request,critical
9095,Zoom keeps crashing on my router. Code ERR-9999.,Network Problem,medium
9096,I can't log into Email from my printer. It returns TIMEOUT-22.,Software Bug,critical
9097,Database keeps crashing on my mobile. Code 0x80070005. Please resolve soon.,Hardware Issue,high
9098,Teams keeps crashing on my desktop. Code FAIL-101. Kindly assist.,Other,high
9099,Outlook fails to load on my tablet showing TIMEOUT-22. Kindly assist.,Other,critical
9100,My printer stopped working when I tried to use Outlook. Error displayed: ERR-9999. Issue reported by user.,Security,medium
9101,I can't log into Active Directory from my printer. It returns ERR-9999. Occurs intermittently.,Service Request,high
9102,Salesforce fails to load on my desktop showing 0x80070005. Needs immediate attention.,Hardware Issue,high
9103,"I am unable to access WiFi on my server, it shows error NET-503. Occurs intermittently.",Other,critical
9104,Teams fails to load on my server showing AUTH-007. Needs immediate attention.,Service Request,medium
9105,Active Directory keeps crashing on my mobile. Code ERR42.,Service Request,high
9106,VPN fails to load on my server showing 0x80070005. Occurs intermittently.,Service Request,high
9107,I can't log into WiFi from my desktop. It returns TIMEOUT-22. Kindly assist.,Software Bug,critical
